taxon_ID	Domain	Phylum	Class	Order	Family	Genus	Species
2	Bacteria	NA	NA	NA	NA	NA	NA
57723	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
1985431	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria subdivision 13 bacterium RH2 MAG17b
1985433	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria subdivision 2 bacterium RH1 MAG20
1660251	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Mor1
204432	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA	NA
204433	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
204434	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
1000999	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	NA
1560006	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila dinghuensis
768535	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila rosea
2303751	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila sp. 4G-K13
2305226	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila sp. EB88
2608728	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidisarcina	NA
2211140	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidisarcina	Acidisarcina polymorpha
33973	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	NA
1382359	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium ailaaui
33075	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum
1872119	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium sp.
1078860	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Bryocella	NA
863522	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Bryocella	Bryocella elongata
658061	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	NA
658062	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis
2136116	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Sulfotelmatobacter	NA
2042962	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Sulfotelmatobacter	Candidatus Sulfotelmatobacter kueseliae
2136117	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Sulfotelmatomonas	NA
2043161	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Sulfotelmatomonas	Candidatus Sulfotelmatomonas gaucii
388463	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	NA
570835	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter aggregans
1560005	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter dinghuensis
388466	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter modestus
940557	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	NA
940614	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis
474950	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella pectinivorans
474952	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella rosea
2479048	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sibirica
940615	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella tundricola
1969471	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sp.
2485170	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sp. GAS466
1946581	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sp. UBA5172
1742983	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	NA
1002691	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter savannae
1775468	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium	NA
1577686	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium	Silvibacterium bohemicum
1768185	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terracidiphilus	NA
1577687	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terracidiphilus	Terracidiphilus gabretensis
392733	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	NA
392734	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus roseus
870903	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis
278961	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus sp. TAA 43
2052142	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium
639030	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium KBS 146
1267533	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium KBS 83
1267534	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium KBS 89
278963	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium TAA 166
1951344	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium UBA1307
1951345	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium UBA1795
1380348	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	Acidobacteriaceae bacterium URHE0068
1803468	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	Acidobacteriales bacterium 13_1_40CM_3_55_5
1803470	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	Acidobacteriales bacterium 13_2_20CM_55_8
1895690	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	Acidobacteriales bacterium 59-55
332160	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	NA	NA	NA
1962910	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	NA	NA
911113	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	Bryobacter	NA
360054	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	Bryobacter	Bryobacter aggregatus
332161	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	NA	NA
332162	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Solibacter	NA
332163	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus
2136118	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Sulfopaludibacter	NA
2043164	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Sulfopaludibacter	Candidatus Sulfopaludibacter sp. SbA3
2026791	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	NA	NA	Bryobacterales bacterium
1951244	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	NA	NA	Bryobacterales bacterium UBA690
2817523	Bacteria	Acidobacteria	Acidobacteriia	Candidatus Acidoferrales	NA	NA	NA
2817524	Bacteria	Acidobacteria	Acidobacteriia	Candidatus Acidoferrales	NA	Candidatus Acidoferrum	NA
1953112	Bacteria	Acidobacteria	Acidobacteriia	Candidatus Acidoferrales	NA	Candidatus Acidoferrum	Candidatus Acidoferrum typicum
2081523	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA	Acidobacteriia bacterium
2169412	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA	Acidobacteriia bacterium AA117
1948748	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA	Acidobacteriia bacterium UBA6623
1562566	Bacteria	Acidobacteria	Blastocatellia	NA	NA	NA	NA
1748771	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	NA	NA	NA
2048906	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Pyrinomonadaceae	NA	NA
1562565	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Pyrinomonadaceae	Pyrinomonas	NA
454194	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Pyrinomonadaceae	Pyrinomonas	Pyrinomonas methylaliphatogenes
458032	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	NA
458033	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium thermophilum
2012633	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. CP2_5A
1946315	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. UBA2026
1946317	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. UBA3360
1946320	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. UBA6041
1946321	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. UBA7656
1946322	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium sp. UBA7659
2052146	Bacteria	Acidobacteria	Blastocatellia	NA	NA	NA	Blastocatellia bacterium
2169413	Bacteria	Acidobacteria	Blastocatellia	NA	NA	NA	Blastocatellia bacterium AA13
171953	Bacteria	Acidobacteria	NA	NA	NA	NA	uncultured Acidobacteria bacterium
533205	Bacteria	Acidobacteria	Holophagae	NA	NA	NA	NA
574975	Bacteria	Acidobacteria	Holophagae	Holophagales	NA	NA	NA
574976	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	NA	NA
44675	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	NA
44676	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	Geothrix fermentans
35838	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	NA
35839	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga foetida
2052165	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	NA	Holophagaceae bacterium
1951929	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	NA	Holophagaceae bacterium UBA1801
1951930	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	NA	Holophagaceae bacterium UBA692
1951931	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	NA	Holophagaceae bacterium UBA706
1951135	Bacteria	Acidobacteria	Holophagae	Holophagales	NA	NA	Holophagales bacterium UBA2201
1951137	Bacteria	Acidobacteria	Holophagae	Holophagales	NA	NA	Holophagales bacterium UBA5066
1951139	Bacteria	Acidobacteria	Holophagae	Holophagales	NA	NA	Holophagales bacterium UBA5704
2073116	Bacteria	Acidobacteria	Holophagae	NA	NA	NA	Holophagae bacterium
1562571	Bacteria	Acidobacteria	Thermoanaerobaculia	NA	NA	NA	NA
2562241	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	NA	NA	NA
2562242	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	NA	NA
1434048	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	NA
1312852	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Thermoanaerobaculum aquaticum
1978231	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium
1803424	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_1_20CM_2_55_15
1803431	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_1_20CM_3_53_8
1803438	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_1_20CM_58_21
1803459	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_1_40CM_65_14
1803461	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_2_20CM_2_57_6
1803464	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 13_2_20CM_57_17
1962177	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 28-1
1962176	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 28-9
1970487	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 37-71-11
1962178	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium 5-1
1916148	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium bin61
1973888	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7
1752182	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Ga0074141
1752183	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Ga0077522
1752184	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Ga0077534
1752185	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Ga0077551
1752186	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Ga0077553
1617423	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium OLB17
1797171	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RBG_13_68_16
1797175	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPHIGHO2_01_FULL_67_28
1797180	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28
1797182	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29
1797183	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
1797186	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10
1797189	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_65_11
1797191	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21
1797193	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b
1797194	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19
1660160	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium SCN 69-37
1953103	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA2161
1953105	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA2990
1953106	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA2994
1953107	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA2999
1953110	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA6911
1953111	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA7540
1953113	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium UBA823
1813735	Bacteria	Acidobacteria	Vicinamibacteria	NA	NA	NA	NA
2910145	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
2211325	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
2004797	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	NA
1855912	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea pratensis
200783	Bacteria	Aquificae	NA	NA	NA	NA	NA
187857	Bacteria	Aquificae	Aquificae	NA	NA	NA	NA
32069	Bacteria	Aquificae	Aquificae	Aquificales	NA	NA	NA
64898	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	NA
2713	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	NA
63363	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus
313370	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex sp.
246263	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga	NA
246264	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga	Hydrogenivirga caldilitoris
939	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	NA
35835	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter hydrogenophilus
940	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
168657	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	NA
75905	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	NA
136094	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
381751	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis minervae
75906	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
1313265	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis sp. GBS
2053503	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	Aquificaceae bacterium
1951446	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	Aquificaceae bacterium UBA2488
412592	Bacteria	Aquificae	Aquificae	Aquificales	NA	Thermosulfidibacter	NA
412593	Bacteria	Aquificae	Aquificae	Aquificales	NA	Thermosulfidibacter	Thermosulfidibacter takaii
224027	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	NA	NA
133269	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Hydrogenothermus	NA
133270	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Hydrogenothermus	Hydrogenothermus marinus
2231113	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Hydrogenothermus	Hydrogenothermus sp.
182899	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	NA
198703	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella hydrogeniphila
309805	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina
2060922	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella sp.
1158338	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella sp. IF05-L8
1158345	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella sp. KM09-Lau-8
212790	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	NA
309806	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
171121	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium subterraneum
2053621	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium sp.
436114	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium sp. YO3AOP1
1485951	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	NA	NA	NA
558314	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	NA	NA
223787	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Balnearium	NA
223788	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Balnearium	Balnearium lithotrophicum
64159	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	NA
240169	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium atlanticum
1914305	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium indicum
64160	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum
2004706	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium sp.
1158318	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium sp. TC5-1
1079057	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Phorcysia	NA
936138	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Phorcysia	Phorcysia thermohydrogeniphila
171868	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	NA
228745	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio ammonificans
240167	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio guaymasensis
2202151	Bacteria	Aquificae	NA	NA	NA	NA	Aquificae bacterium
67818	Bacteria	Atribacterota	NA	NA	NA	NA	NA
1454725	Bacteria	Atribacterota	NA	NA	NA	Candidatus Caldatribacterium	NA
1454726	Bacteria	Atribacterota	NA	NA	NA	Candidatus Caldatribacterium	Candidatus Caldatribacterium californiense
1454753	Bacteria	Atribacterota	NA	NA	NA	Candidatus Caldatribacterium	Candidatus Caldatribacterium saccharofermentans
1047051	Bacteria	Atribacterota	NA	NA	NA	NA	Atribacteria bacterium SCGC AAA255-G05
1047052	Bacteria	Atribacterota	NA	NA	NA	NA	Atribacteria bacterium SCGC AAA255-N14
2053509	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium
2019525	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium 1244-E10-H5-B2
1972458	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium 4572_76
1974487	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium CG_4_8_14_3_um_filter_34_18
1797291	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14
1977312	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium RS-JS1
1953203	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium UBA3950
1953204	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium UBA4082
1953206	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium UBA6251
1953207	Bacteria	Atribacterota	NA	NA	NA	NA	Candidatus Atribacteria bacterium UBA6794
1618339	Bacteria	candidate division CPR2	NA	NA	NA	NA	NA
1618345	Bacteria	candidate division CPR2	NA	NA	NA	NA	candidate division CPR2 bacterium GW2011_GWC2_39_10
1618346	Bacteria	candidate division CPR2	NA	NA	NA	NA	candidate division CPR2 bacterium GW2011_GWC2_39_35
1618340	Bacteria	candidate division CPR3	NA	NA	NA	NA	NA
1968527	Bacteria	candidate division CPR3	NA	NA	NA	NA	candidate division CPR3 bacterium 4484_211
1797701	Bacteria	candidate division CPR3	NA	NA	NA	NA	candidate division CPR3 bacterium GWF2_35_18
2052329	Bacteria	candidate division FCPU426	NA	NA	NA	NA	NA
2052330	Bacteria	candidate division FCPU426	NA	NA	NA	NA	candidate division FCPU426 bacterium
2072418	Bacteria	NA	NA	NA	NA	NA	candidate division GN15 bacterium
2202143	Bacteria	NA	NA	NA	NA	NA	candidate division Kazan bacterium
1620412	Bacteria	NA	NA	NA	NA	NA	candidate division Kazan bacterium GW2011_GWA1_50_15
1798535	Bacteria	NA	NA	NA	NA	NA	candidate division Kazan bacterium RBG_13_50_9
1798536	Bacteria	NA	NA	NA	NA	NA	candidate division Kazan bacterium RIFCSPHIGHO2_01_FULL_44_14
1798539	Bacteria	NA	NA	NA	NA	NA	candidate division Kazan bacterium RIFCSPLOWO2_01_FULL_48_13
2172550	Bacteria	NA	NA	NA	NA	NA	candidate division KSB1 bacterium
1956175	Bacteria	NA	NA	NA	NA	NA	candidate division KSB1 bacterium 4484_188
1968530	Bacteria	NA	NA	NA	NA	NA	candidate division KSB1 bacterium 4484_219
1970772	Bacteria	NA	NA	NA	NA	NA	candidate division KSB1 bacterium 4484_87
1971636	Bacteria	NA	NA	NA	NA	NA	candidate division KSB1 bacterium 4572_119
2044937	Bacteria	NA	NA	NA	NA	NA	candidate division KSB3 bacterium
640293	Bacteria	candidate division NC10	NA	NA	NA	NA	NA
1170227	Bacteria	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	NA
2033718	Bacteria	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	Candidatus Methylomirabilis limnetica
671143	Bacteria	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	Candidatus Methylomirabilis oxyfera
2032687	Bacteria	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	Candidatus Methylomirabilis sp.
2072417	Bacteria	candidate division NC10	NA	NA	NA	NA	candidate division NC10 bacterium
1640516	Bacteria	candidate division NC10	NA	NA	NA	NA	candidate division NC10 bacterium CSP1-5
